660,1
979,2
1024,3
1464,4
1646,1
1979,2
2055,3
2449,4
2556,1
2920,2
2950,3
3283,4
3359,1
3681,1
3694,2
4027,4
4148,1
4421,2
4466,3
4785,4
4891,1
5194,2
5224,3
5513,4
5649,1
5922,2
5998,3
6362,4
6438,1
6741,2
6786,3
7090,4
7211,1
7529,2
7560,3
7908,4
8015,1
8318,2
8348,3
8667,4
8803,1
9122,2
9152,3
9485,4
9622,1
9881,3
9894,4
10229,4
10380,1
10654,1
10668,2
10956,4
11081,3
11348,1
11374,2
11730,4
11801,3
12134,4
12148,1
12488,4
