151,1
421,2
534,1
788,2
877,1
1083,2
1195,1
1429,2
1507,1
1735,2
1858,1
2048,2
2194,1
2408,2
2513,1
2743,2
2844,1
3052,2
3124,1
3355,2
3448,1
3662,2
3783,1
3997,2
4137,1
4329,2
4441,1
4646,2
4758,1
4972,2
5085,1
5291,2
5390,1
5611,2
5722,1
5929,2
5996,1
6215,2
6330,1
6569,2
6695,1
6887,2
6991,1
7224,2
7337,1
7530,2
7620,1
7836,2
7983,1
8208,2
8310,1
8501,2
8639,1
8834,2
8995,1
9172,2
9279,1
9494,2
9577,1
9759,2
