294,1
428,2
574,1
748,2
894,1
1041,2
1188,1
1348,2
1561,1
1694,2
1841,1
1988,2
2161,1
2321,2
2454,1
2601,2
2774,1
2934,2
3054,1
3188,2
3348,1
3481,2
3548,1
3694,2
3868,1
4028,2
4134,1
4268,2
4428,1
4561,2
4654,1
4774,2
4961,1
5121,2
5174,1
5294,2
5494,1
5628,2
5721,1
5828,2
5988,1
6134,2
6268,1
6401,2
6601,1
6734,2
6841,1
6961,2
7148,1
7281,2
7401,1
7521,2
7734,1
7894,2
7988,1
8108,2
8308,1
8468,2
8548,1
8668,2
