426,1
784,2
988,1
1370,2
1653,1
1983,2
2157,1
2474,2
2703,1
3064,2
3391,1
3695,2
3978,1
4295,2
4507,1
4837,2
5161,1
5519,2
5785,1
6157,2
6300,1
6651,2
6967,1
7346,2
7533,1
7915,2
8160,1
8541,2
8780,1
9172,2
9318,1
9717,2
9946,1
10276,2
10518,1
10900,2
11169,1
11520,2
11724,1
12106,2
12348,1
12720,2
12996,1
13371,2
13637,1
13991,2
14244,1
14616,2
14801,1
15155,2
15370,1
15765,2
15995,1
16343,2
16595,1
16932,2
17222,1
17532,2
17669,1
18051,2
