648,1
1009,2
1101,1
1404,2
1532,1
1886,2
1987,1
2304,2
2390,1
2755,2
2818,1
3116,2
3223,1
3569,2
3632,1
3958,2
4060,1
4425,2
4497,1
4812,2
4902,1
5273,2
5364,1
5689,2
5801,1
6142,2
6199,1
6521,2
6590,1
6908,2
6988,1
7338,2
7408,1
7741,2
7783,1
8101,2
8194,1
8563,2
8631,1
8974,2
9090,1
9419,2
9489,1
9841,2
9928,1
10265,2
10339,1
10679,2
10746,1
11101,2
11195,1
11531,2
11586,1
12016,2
12056,1
12383,2
12481,1
12850,2
12928,1
13284,2
