319,1
521,2
748,1
1121,4
1193,1
1411,2
1666,3
1921,4
2049,1
2322,2
2486,3
2741,4
2886,1
3196,2
3360,3
3596,4
3760,1
4088,2
4543,3
4816,4
5071,1
5362,2
5508,3
5817,4
5945,1
6200,2
6400,3
6746,4
6855,1
7128,2
7310,3
7620,4
7729,1
8020,2
8184,3
8457,4
8639,1
8967,2
9076,3
9422,4
9550,1
9841,2
10059,3
10278,4
10514,1
10769,2
10970,3
11261,4
11407,1
11716,2
11898,3
12208,4
12371,1
12699,2
12863,3
13191,4
13373,1
13610,2
13773,3
14065,4
14229,1
14556,2
14811,3
15066,4
