214,1
454,2
534,1
774,2
934,1
1174,2
1241,1
1468,2
1774,1
2014,2
2081,1
2348,2
2521,1
2761,2
2801,1
3068,2
3308,1
3561,2
3588,1
3868,2
4108,1
4361,2
4414,1
4681,2
4934,1
5188,2
5228,1
5494,2
5734,1
5974,2
6014,1
6281,2
6548,1
6788,2
6828,1
7081,2
7334,1
7588,2
7614,1
7881,2
8081,1
8334,2
8361,1
8654,2
8881,1
9108,2
9161,1
9428,2
9628,1
9868,2
9921,1
10174,2
10401,1
10628,2
10681,1
10934,2
11201,1
11441,2
11481,1
11748,2
