415,1
721,2
1050,3
1401,4
1574,2
1914,2
2254,3
2639,4
4561,1
4858,2
5107,3
5334,4
5521,3
5854,2
6126,3
6375,4
6614,2
6919,2
7349,3
7621,4
7828,3
8164,2
8504,3
8776,4
8948,4
9297,2
9546,3
9772,4
10028,1
10361,2
10678,3
10927,4
11174,2
11539,2
11788,3
12059,4
12268,3
12603,2
12829,3
13124,4
13334,4
13667,2
13939,3
14324,4
14468,1
14822,2
15094,3
15434,4
15588,2
15977,2
16158,3
16521,4
16681,4
17064,2
17449,3
17676,4
17894,1
18287,2
18423,3
18672,4
