394,1
681,2
878,3
1181,4
1443,1
1746,2
1927,3
2290,4
2472,1
2775,2
2936,3
3299,4
3703,1
4005,2
4227,3
4489,4
5294,1
5599,2
5740,3
6083,4
6414,1
6654,2
6769,3
7031,4
7334,1
7677,2
7798,3
8020,4
8222,1
8605,2
8746,3
9150,4
9291,1
9594,2
9735,3
10098,4
10280,1
10663,2
10804,3
11107,4
11429,1
11793,2
11954,3
12317,4
12579,1
12842,2
13003,3
13366,4
13649,1
14032,2
14173,3
14476,4
14698,1
14980,2
15142,3
15444,4
15767,1
16090,2
16251,3
16554,4
