275,1
624,2
630,1
908,2
974,1
1335,2
1341,1
1599,2
1685,1
2005,2
2012,1
2289,2
2364,1
2690,2
2703,1
2955,2
3030,1
3350,2
3361,1
3631,2
3710,1
3999,2
4021,1
4278,2
4371,1
4673,2
4687,1
4939,2
5059,1
5341,2
5362,1
5613,2
5696,1
5995,2
6011,1
6255,2
6352,1
6658,2
6671,1
6937,2
7017,1
7326,2
7330,1
7612,2
7703,1
7996,2
8002,1
8264,2
8347,1
8686,2
8690,1
8970,2
9016,1
9326,2
9330,1
9601,2
9661,1
9989,2
9995,1
10260,2
