395,1
685,2
807,1
1047,2
1248,1
1674,2
1729,1
2035,2
2237,1
2544,2
2663,1
2944,2
3143,1
3479,2
3626,1
3917,2
4173,1
4519,2
4692,1
4987,2
5256,1
5667,2
5773,1
6109,2
6417,1
6791,2
6922,1
7271,2
7696,1
8032,2
8163,1
8499,2
8807,1
9165,2
9354,1
9632,2
10061,1
10387,2
10590,1
10870,2
11461,1
11757,2
11897,1
12301,2
12737,1
13110,2
13281,1
13686,2
13982,1
14277,2
14464,1
14931,2
15273,1
15647,2
15802,1
16269,2
16611,1
16954,2
17141,1
17405,2
17779,1
18261,2
18432,1
18899,2
19195,1
19552,2
19692,1
20066,2
20315,1
20642,2
20828,1
21108,2
21404,1
21778,2
21995,1
22447,2
