318,1
503,1
649,2
834,1
1049,2
1299,1
1474,2
1690,1
1920,2
2172,1
2349,2
2638,1
2794,2
3093,1
3235,2
3465,1
3669,2
3992,1
4107,2
4383,1
4517,2
4798,1
4956,2
5206,1
5417,2
5686,1
5844,2
6110,1
6300,2
6599,1
6770,2
7012,1
7192,2
7497,1
7619,2
7892,1
8108,2
8444,1
8547,2
8808,1
8943,2
9259,1
9369,2
9647,1
9781,2
10093,1
10215,2
10467,1
10630,2
10937,1
11091,2
11358,1
11534,2
11836,1
11932,2
12214,1
12315,2
12634,1
12730,2
12967,1
