348,1
748,2
854,3
1141,4
1265,1
1545,2
1731,3
2041,4
2150,1
2460,2
2585,3
2849,4
3004,1
3314,2
3454,3
3749,4
3811,1
4121,2
4276,3
4571,4
4664,1
4913,2
5068,3
5347,4
5456,1
5735,2
5844,3
6139,4
6247,1
6558,2
6713,3
7039,4
7117,1
7380,2
7551,3
7908,4
8017,1
8281,2
8436,3
8762,4
8855,1
9119,2
9290,3
9584,4
9678,1
9957,2
10112,3
10407,4
10531,1
10795,2
10950,3
11292,4
11416,1
11649,2
11804,3
12068,4
12176,1
12425,2
12611,3
12859,4
