350,1
677,2
753,1
1004,2
1124,1
1381,2
1453,1
1685,2
1822,1
2077,2
2167,1
2415,2
2516,1
2768,2
2873,1
3146,2
3233,1
3497,2
3604,1
3852,2
3953,1
4221,2
4302,1
4542,2
4636,1
4915,2
4987,1
5213,2
5292,1
5573,2
5637,1
5887,2
5972,1
6234,2
6317,1
6559,2
6642,1
6922,2
6989,1
7218,2
7331,1
7565,2
7661,1
7901,2
8005,1
8239,2
8358,1
8599,2
8711,1
8949,2
9045,1
9300,2
9380,1
9647,2
9732,1
9952,2
10073,1
10321,2
10417,1
10694,2
