354,1
683,2
919,1
1260,2
1503,1
1945,2
2105,1
2492,2
2598,1
3052,2
3279,1
3628,2
3799,1
4118,2
4316,1
4744,2
4910,1
5363,2
5465,1
5883,2
6060,1
6478,2
6765,1
7186,2
7365,1
7760,2
8040,1
8462,2
8631,1
8998,2
9240,1
9690,2
9869,1
10277,2
10441,1
10901,2
11038,1
11373,2
11622,1
12011,2
12193,1
12636,2
12885,1
13278,2
13577,1
13948,2
14177,1
14639,2
14872,1
15268,2
15443,1
15904,2
16118,1
16604,2
16885,1
17416,2
17575,1
18019,2
18207,1
18682,2
