664,1
1011,2
1157,1
1473,2
1781,1
2091,2
2208,1
2556,2
2829,1
3146,2
3320,1
3624,2
3921,1
4237,2
4405,1
4730,2
4975,1
5343,2
5494,1
5837,2
6099,1
6461,2
6641,1
7034,2
7196,1
7582,2
7756,1
8112,2
8317,1
8628,2
8833,1
9212,2
9400,1
9754,2
9908,1
10230,2
10452,1
10828,2
10962,1
11318,2
11529,1
11863,2
12039,1
12350,2
12586,1
12917,2
13074,1
13427,2
13649,1
13972,2
14154,1
14507,2
14724,1
15079,2
15235,1
15569,2
15788,1
16159,2
16320,1
16682,2
