209,1
465,2
666,3
895,4
1097,1
1258,2
1420,3
1635,4
1801,1
2094,2
2280,3
2523,4
2711,1
2926,2
3128,3
3356,4
3521,1
3733,2
3948,3
4096,4
4231,1
4433,2
4567,3
4742,4
4868,1
5078,2
5226,3
5401,4
5576,1
5764,2
5952,3
6127,4
6294,1
6517,2
6625,3
6840,4
7042,1
7230,2
7311,3
7540,4
7701,1
7889,2
8037,3
8226,4
8414,1
8616,2
8696,3
8885,4
9054,1
9248,2
9369,3
9584,4
9746,1
9920,2
10042,3
10216,4
10378,1
10580,2
10781,3
10916,4
