228,1
441,2
494,1
654,2
788,1
961,2
1001,1
1174,2
1388,1
1561,2
1588,1
1721,2
1934,1
2094,2
2161,1
2321,2
2494,1
2668,2
2774,1
2934,2
3068,1
3268,2
3334,1
3494,2
3654,1
3841,2
3894,1
4054,2
4241,1
4428,2
4481,1
4641,2
4841,1
5014,2
5054,1
5214,2
5401,1
5561,2
5601,1
5748,2
5988,1
6161,2
6201,1
6348,2
6548,1
6748,2
6788,1
6934,2
7121,1
7308,2
7348,1
7494,2
7694,1
7894,2
7921,1
8081,2
8268,1
8468,2
8508,1
8668,2
